,Headlines,Date
166,Amit Ray joins BAG Films & Media as Chief Strategy Officer,30 Aug 2007
167,"RIL, NTPC request Bombay HC to conduct daily trials ",30 Aug 2007
168,Will RIL-NTPC gas fight settle amicably?,29 Aug 2007
169,RIL plans entry into container trains business,28 Aug 2007
170,Book profit in Reliance,27 Aug 2007
171,TVS Motor Company bags Gold CIO Award,25 Aug 2007
172,Less gas for RNRL says Mukesh Ambani's RIL,24 Aug 2007
173,"Enter in largecap stock, says Gujral", 22 Aug 2007
174,Buy Reliance Industries at lower level: Irani,20 Aug 2007
175,Buy Reliance Industries: Bhambwani,20 Aug 2007
176,Buy RIL; target of Rs 2206: Motilal Oswal, 20 Aug 2007
177,Reliance sees hydrocarbon prospects in new KG block,20 Aug 2007
178,PMs council suggests fresh bids for Reliance gas, 18 Aug 2007
179,Buy Reliance Industries on declines: Manghnani, 17 Aug 2007
180,India's heritage brands evolve with times,16 Aug 2007
181,"Buy Bharti Airtel, RIL, SBI: PN Vijay",16 Aug 2007
182,Reliance Retail launches hypermarket in Ahmedabad,14 Aug 2007
183,What's happening in the RIL-RNRL court case?,10 Aug 2007
184,Big cos will soon have to refigure their SEZ plans,09 Aug 2007
185,"Infy's SEZ gets nod, RIL to acquire land in 1 yr",08 Aug 2007
186,"RIL, SBI, ONGC may provide 2-3% return ",07 Aug 2007
187,Reliance can go upto Rs 1912-1925,07 Aug 2007
188,Rig unavailability may delay Reliances KG basin plans ,07 Aug 2007
189,Gas pricing under the scanner ,06 Aug 2007
190,EGoM to decide on RIL's gas pricing,06 Aug 2007
191,RIL may hold gas field invt on East coast: Srcs,06 Aug 2007
192,RILs legal woes delay joint venture with IOC ,06 Aug 2007
193,Reliance Ind weighs $6-b semi-conductor foray ,04 Aug 2007
194,Textile industry going small to strike big,02 Aug 2007
195,Buy Reliance Industries at lower level,02 Aug 2007
196,Reliance Industries has support at Rs 1780,01 Aug 2007
197,Firms take advantage of various a/c practices,01 Aug 2007
198,Enter in Reliance Industries at Rs 1750,01 Aug 2007
199,I-Sec maintains buy on Reliance Industries, 31 Jul 2007
200,SSKI neutral on Reliance Industries, 31 Jul 2007
201,SSKI neutral on Reliance Industries, 30 Jul 2007
202,RILs EBIT up by about Rs 300 crore due to petchem: Tulsian, 30 Jul 2007
203,"RIL's turnover of Rs 29493cr (US$ 7.25bn), up 12.7%", 30 Jul 2007
204,Reliance reported all time high GRM at USD 15.4/bbl,30 Jul 2007
205,"Reliance Q1 nos above estimates, net up 28% at Rs 3264cr",28 Jul 2007
206,Reliance Q1 net seen up 18% to Rs 3006cr,27 Jul 2007
207,NDTV announces NDTV Profit Business Leadership Awards,26 Jul 2007
208,MS Unnikrishnan is new MD of Thermax,26 Jul 2007
209,Reliance Petroleum has target of Rs 135-140, 26 Jul 2007
210,Enter in Reliance Industries at Rs 1880,25 Jul 2007
211,Mukesh Ambani meets top officials on KG Basin again,24 Jul 2007
212,Will this be the fastest 1000 for the Sensex?, 24 Jul 2007
213,Claimant cannot ask company court to wind up cos: Legasis, 24 Jul 2007
214,McKinsey sues Reliance Ind and RelComm for non-payment,23 Jul 2007
215,L&T has target of Rs 2750,23 Jul 2007
216,Reliance Industries can touch Rs 2500, 23 Jul 2007
217,Reliance may take foreign partner for Cauvery asset,23 Jul 2007
218,Nitin Fire June Qtr net spurts 109% to Rs 31.68mn,21 Jul 2007
219,Reliance Industries can go upto Rs 2050,20 Jul 2007
220,Reliance has target of Rs 2300-2400,20 Jul 2007
221,Reliance Ind has support at Rs 1830,20 Jul 2007
222,Re rally helped cos who took forex loans last yr,19 Jul 2007
223,Reliance can touch Rs 1950-2000,19 Jul 2007
224,"DLF ahead of ICICI Bank, Infosys in mkt cap",18 Jul 2007
225,Bombay HC adjourns RIL appeal for 8 weeks,18 Jul 2007
226,RIL makes Oil & Gas Discovery in Cauvery Basin,17 Jul 2007
227,"Above Rs 1849-1870, Reliance Industries may touch Rs 2000",17 Jul 2007
228,RIL gas finds so far,17 Jul 2007
229,Reliance Industries has target of Rs 1880: Bose, 17 Jul 2007
230,RIL is 1st co with Rs 2.5 lakh cr mkt cap, 17 Jul 2007
231,RIL discovers gas in Cauvery Basin,17 Jul 2007
232,Reliance re-launching Vimal brand; setting up retail chains,17 Jul 2007
233,RIL makes new gas find in KG basin ,16 Jul 2007
234,"Sintex Industries cons sales higher by 48%, PAT up 54%", 14 Jul 2007
235,Mukesh Ambanis Navi Mumbai SEZ gets conditional nod,13 Jul 2007
236,RIL-RNRL case adjourned till July 18,12 Jul 2007
237,RIL Jun qtr PAT seen up at Rs 3113.5 cr: Motilal Oswal, 11 Jul 2007
238,HDFC's intl fund to invest Rs 80 cr in Bangalore,09 Jul 2007
239,RIL net profit seen up 14.9% at Rs 2925.3 cr: I-Sec,06 Jul 2007
240,Hot stocks that fell when mkt hit 15k,06 Jul 2007
241,RIL vs RNRL: next court hearing on 12 July,05 Jul 2007
242,Court adjourns RIL's appeal for KG Basin gas,05 Jul 2007
243,"Now, Future Group wants to rope in kirana traders",05 Jul 2007
244,Kerala govt may enact law banning Rel Retail outlets,04 Jul 2007
245,"RIL, ABB, L&T, Siemens definitely worth investing stocks",03 Jul 2007
246,HC to hear RIL's appeal against KG Gas, 02 Jul 2007
247,"RIL's world's 182nd corp giant, says FT survey ",02 Jul 2007
248,Will retail see license raj?,29 Jun 2007
249,IBEF Research: Retailing a Revolution,28 Jun 2007
250,Retailers investing heavily in IT,27 Jun 2007
251,ONGC has resistance between Rs 950-970,27 Jun 2007
252,"NCDEX, trade portal polymerupdate.com enter into tie-up", 27 Jun 2007
253,Reliance Industries has support at Rs 1690, 26 Jun 2007
254,Reliance Industries likely to cross Rs 2000, 25 Jun 2007
255,India retains top preferred retail destination,22 Jun 2007
256,BoA clears 36 proposals for SEZs,22 Jun 2007
257,"Above Rs 1780, RIL can see Rs 1930-1940",22 Jun 2007
258,Buy RIL on every dip: Irani,22 Jun 2007
259,Mumbai HC's decision a negative for RIL: SP Tulsian,22 Jun 2007
260,Setback for RIL?,22 Jun 2007
261,RNRL has resistance at Rs 36.90-37.70: Bose, 22 Jun 2007
262,Buy Reliance on correction: Bhat, 22 Jun 2007
263,Sterlite has target of Rs 670: Damania,20 Jun 2007
264,Prefer Reliance Ind: Sukhani, 20 Jun 2007
265,Reliance may go upto Rs 2000,19 Jun 2007
266,Maharashtra power crisis to be tackled in few yrs: RIL,14 Jun 2007
267,Reliance Ind an outperformer; target of Rs 1815: Macquarie,14 Jun 2007
268,"Supermarkets, hypermarkets to control inflation: Crisil",13 Jun 2007
269,Reliance lost steam: Mohoni,13 Jun 2007
270,F&O strategies for the day, 13 Jun 2007
271,SBI an underperformer: S Verma, 13 Jun 2007
272,Reliance hopes to have gas price formula in place by July,13 Jun 2007
273,RIL may buy stake in the US & West Asia refineries: Srcs,12 Jun 2007
274,PMO scrutinizes large-scale retail ops' impact, 09 Jun 2007
275,Reliance Industries has support at Rs 1640,06 Jun 2007
276,Kolkata's Park Circus makeover handed over to Reliance,01 Jun 2007
277,F&O strategies for the day, 01 Jun 2007
278,Enter in Reliance Petroleum at Rs 93.5,30 May 2007
279,RIL to supply gas to Gail,29 May 2007
280,Sales from Jamnagar to make undue gains: Sources,29 May 2007
281,DRI officials inspect RIL's Jamnagar unit,29 May 2007
282,Mukesh Ambani is India's only trillionaire ,28 May 2007
283,Reliance Industries may go below Rs 1700: Bose, 25 May 2007
284,Hold Reliance Industries for long term: Gaba,24 May 2007
285,Reliance Industries has support at Rs 1238, 24 May 2007
286,RIL bags TERI Corporate Award,23 May 2007
287,Reliance setting up pharma unit at Jamnagar SEZ ,23 May 2007
288,Stay invested in Reliance says Srivastava,21 May 2007
289,Buy Reliance Industries: Devanathan,21 May 2007
290,Expect 8-10% rise in Reliance Industries: Dilip Bhat,21 May 2007
291,Reliance Industries has target of Rs 1809,21 May 2007
292,Aditya Birla Group to launch 'More' in retail,19 May 2007
293,SBI has resistance at Rs 1380,17 May 2007
294,RIL makes 2 discoveries in East Coast & West Coast Block,15 May 2007
295,Book profit in Suzlon Energy,15 May 2007
296,RIL strikes fresh gas in KG basin ,15 May 2007
297,Reliance may tie up with ONGC Videsh ,14 May 2007
298,Smaller SEZs may face hurdles in raising funds,11 May 2007
299,Reliance has support at Rs 1400, 11 May 2007
300,F&O strategies for the day, 11 May 2007
301,"Buy ONGC, Reliance Industries",10 May 2007
302,Reliance Industries has support at Rs 1565, 09 May 2007
303,HC asks Ambani brothers to rework gas pact,08 May 2007
304,Aban Offshore can go upto Rs 2800-2850,07 May 2007
305,Large-scale retail operations under govt scanner,05 May 2007
306,Reliance Industries to raise additional funds ,05 May 2007
307,Reliance looks strong,04 May 2007
308,Battle for gas between Ambani brothers heats up,04 May 2007
309,"Above Rs 1625, Reliance can go up to Rs 1650-1670",03 May 2007
310,Gujarat Gas targets 20% growth in FY08,03 May 2007
311,Hold Reliance Industries; target of Rs 1695: Angel, 03 May 2007
312,Accumulate Reliance Industries: Edelweiss Research, 30 Apr 2007
313,WB govt unwilling to grant license to German firm,27 Apr 2007
314,Reliance has support at Rs 1500, 27 Apr 2007
315,F&O strategies for the day, 27 Apr 2007
316,Record GRM in Q4 helped RIL numbers,27 Apr 2007
317,"Reliance Q4 net profit up at Rs 2,853 crore",26 Apr 2007
318,RIL's Navi Mumbai SEZ may get approval: Sources,26 Apr 2007
319,Tulsian sees a 16% growth in FY08 for Reliance,26 Apr 2007
320,"RIL turnover up 24% yoy to Rs 110,886cr (US$ 25.51bn)",26 Apr 2007
321,RIL beats the street; Q4 GRM at $13/bbl,26 Apr 2007
322,Hold Reliance Industries: Vora,26 Apr 2007
323,"Reliance Q4 net profit up at Rs 2,853 crore",26 Apr 2007
324,"Hold Reliance Industries, says Agarwal",26 Apr 2007
325,Hold Reliance Industries for long term,26 Apr 2007
326,RIL likely to maintain its GRM at over USD 11.5/bbl, 26 Apr 2007
327,Reliance bags bid for renovating Park Circus Market,25 Apr 2007
328,Reliance Q4 net seen up 11.3% to Rs 2785cr,25 Apr 2007
329,"After 'Fresh,' Reliance goes 'Digital' ",25 Apr 2007
330,Changes in Land Acquisition Act soon,25 Apr 2007
331,"Merger of IPCL with RIL approved by shareholders,creditors",24 Apr 2007
332,Reliance Industries has target of Rs 1650,23 Apr 2007
333,"Hold Reliance Industries, says Mohindar",20 Apr 2007
334,"Shareholders, creditors clear IPCL-RIL merger ",20 Apr 2007
335,"Reliance Industries Annual Results on April 26, 2007", 19 Apr 2007
336,Reliance may initiate natural gas price war ,19 Apr 2007
337,HDFC Bank can test Rs 1125-1150, 17 Apr 2007
338,Reliance to review FCCB option, 14 Apr 2007
339,Oil marketing cos irked over Reliance's LPG sale plan,13 Apr 2007
340,Reliance Q4 net profit seen at Rs 2786.8 cr: Kotak,11 Apr 2007
341,Reliance to become fully integrated E&P player by 2011-12,09 Apr 2007
342,"Motilal Oswal sees Reliance Q4 PAT at Rs 2,655 cr",09 Apr 2007
343,RIL to finalise gas pricing agreement by August,09 Apr 2007
344,Reliance Q4 net seen at Rs 2661 cr: Edelweiss, 05 Apr 2007
345,Prefer Reliance Industries in oil&gas sector,04 Apr 2007
346,Maharashtra to get 2 RIL captive power plants ,04 Apr 2007
347,IndusInd Bank can test Rs 30, 02 Apr 2007
348,RIL-GSPL sign pact to transport natural gas, 02 Apr 2007
349,"CFOs welcome more evolved roles, compliance", 31 Mar 2007
350,RIL shareholders passes special resolution by Postal Ballot,30 Mar 2007
351,RIL rtgs affirmed at BBB after merger with IPCL,29 Mar 2007
352,"Ignore IT stocks, says Sukhani",26 Mar 2007
353,Sell Reliance Comm on rise: Manghnani, 23 Mar 2007
354,Hold Reliance Industries: Manghnani, 23 Mar 2007
355,"No big bang M&As, but JV is okay: Liveris",23 Mar 2007
356,Rel Life Sciences files a record 200 international patents,22 Mar 2007
357,"RIL, Rohm & Haas sign MoU to explore joint construction ", 22 Mar 2007
358,"RIL, Rohm & Haas sign joint production MoU",22 Mar 2007
359,RIL seeks EOU status for Jamnagar refinery,21 Mar 2007
360,Will RIL buy out Dow Chemicals?,21 Mar 2007
361,Buy Reliance Industries; target of Rs 1701: UBS,19 Mar 2007
362,"Prefer ONGC, Reliance to BPCL: Joshi", 19 Mar 2007
363,IPCL workers mull strike over merger plans with RIL,19 Mar 2007
364,Book profit in Reliance Industries,16 Mar 2007
365,GAIL-RIL sign MoU for joint co-operation,15 Mar 2007
366,Is Reliance buying Carrefour or is it?, 15 Mar 2007
367,RIL sharpens teeth to bite into Carrefour chunk,15 Mar 2007
368,Fitch affirms RIL's ratings on merger of IPCL,14 Mar 2007
369,Reliance Industries can touch Rs 1250,14 Mar 2007
370,Buy Reliance Industries: Edelweiss Research, 13 Mar 2007
371,RIL terminates drilling contract with Aban Offshore , 13 Mar 2007
372,"RIL makes discoveries in east coast blocks KG D6,NEC-25",12 Mar 2007
373,RIL-IPCL merger ratio to be EPS accretive: Citigroup,12 Mar 2007
374,RIL discovers Dhirubhai 31/32,12 Mar 2007
375,Buy Reliance: DSP Merrill Lynch, 12 Mar 2007
376,"Key RIL-IPCL merger drivers- Op synergies, tax saves: E&Y", 12 Mar 2007
377,Board of Directors of IPCL & RIL approve merger,10 Mar 2007
378,Buy Reliance Industries: Goldman Sachs, 09 Mar 2007
379,Mohoni not bullish on Tata Teleservices, 09 Mar 2007
380,Reliance has medium-term target of Rs 1460,08 Mar 2007
381,IPCL can touch Rs 285,08 Mar 2007
382,Prefer Reliance to IPCL,08 Mar 2007
383,RIL-IPCL combine to be among world's largest petrochem cos,08 Mar 2007
384,RIL Board meet to decide IPCL's fate on March 10,07 Mar 2007
385,Infosys has resistance at Rs 2250,06 Mar 2007
386,Fitch affirms ratings of RIL; Outlook Stable, 06 Mar 2007
387,Buy Reliance Industries: Edelweiss, 06 Mar 2007
388,Firms rush in with interim to outsmart FM on DDT, 06 Mar 2007
389,RIL plans consumer durable biz foray before foreign players,05 Mar 2007
390,RIL Board to meet on March 10 for Interim Dividend,05 Mar 2007
391,Buy Reliance Industries: Srivastava, 05 Mar 2007
392,Promoters to pick up stake in RIL at Rs 1402/share, 27 Feb 2007
393,"RIL prices warrant issue at Rs 1,402/share",27 Feb 2007
394,Reliance mulls using gas pipelines to support cold storage,27 Feb 2007
395,Fundamentally Reliance looks very strong,26 Feb 2007
396,Wait for Reliance Ind to fall before buying ,26 Feb 2007
397,Reliance an outperformer: CLSA,26 Feb 2007
398,Reliance Ind looks strong, 26 Feb 2007
399,KG D6 Gas Development Project on track, 26 Feb 2007
400,Reliance may face selling pressure at Rs 1470, 26 Feb 2007
401,F&O strategies for the day, 26 Feb 2007
402,"RIL to raise USD 6 bn for petrochem, oil & gas projects",26 Feb 2007
403,RIL board approves 3bn cracker project in Jamnagar,24 Feb 2007
404,Reliance Inds may raise $2 bn via FCCBs,23 Feb 2007
405,Tata Steel may cross Rs 469,23 Feb 2007
406,"Above Rs 819, Bharti Airtel has target of Rs 827-830", 22 Feb 2007
407,"Exxon, Shell & BP line up for stake in RIL's KG basin",21 Feb 2007
408,Buy Reliance Industries,21 Feb 2007
409,Prefer Reliance Ind to Reliance Petroleum, 21 Feb 2007
410,Reliance Industries joins elite trillion club,20 Feb 2007
411,RIL enters Rs 2 trillion mkt cap club!,20 Feb 2007
412,Reliance can move upto Rs 1460-1465, 20 Feb 2007
413,Buy Reliance Industries at dips,19 Feb 2007
414,"RIL hits new gas find, set to invest USD 10 bn", 19 Feb 2007
415,Buy Reliance Industries: DSP ML, 19 Feb 2007
416,Reliance an outperformer; target of Rs 1590: Macquarie, 13 Feb 2007
417,Sonia Gandhi's FDI concerns outdated!,08 Feb 2007
418,Reliance offers bitter pill to druggists,08 Feb 2007
419,Govt announces NELP VI allotments,08 Feb 2007
420,Reliance Industries has strong support at Rs 1350,08 Feb 2007
421,ONGC wants to sell oil from Panna-Mukta fields to MRPL,07 Feb 2007
422,ONGC has medium target of Rs 970,01 Feb 2007
423,ONGC has target of Rs 970,24 Jan 2007
424,ACC has support at Rs 980,23 Jan 2007
425,Reliance KG Basin to deliver oil first,23 Jan 2007
426,RIL an outperformer: Prabhudas Lilladher,22 Jan 2007
427,Keep Reliance Industries in portfolio, 22 Jan 2007
428,Keep stop loss of Rs 1340 in Reliance Industries,19 Jan 2007
429,Reliance Industries has target of Rs 1550,19 Jan 2007
430,Reliance Industries has target of Rs 1600,19 Jan 2007 
431,Buy Reliance Industries: DSP Merrill Lynch,19 Jan 2007
432,More upside in Reliance,19 Jan 2007
433,Be invested in Reliance,19 Jan 2007
434,Accumulate Reliance Industries: Edelweiss Research,19 Jan 2007
435,Petrotech 2007 draws ministers and salesmen, 19 Jan 2007
436,RIL: exported 73% of the refined products ,19 Jan 2007
437,RIL beats street estimates by wide margin: Thakkar ,18 Jan 2007
438,RIL results surprise me: Tulsian,18 Jan 2007
439,"RIL: Turnover at Rs 83,487cr (US$ 18863mn) for 9 mths",18 Jan 2007
