,Headlines,Date
49,Sell Reliance Industries: Hemant Thukral, 11 Nov 2013
50,"Bank licences: Sebi scans listed applicants, group firms",10 Nov 2013 
51,Prefer SBI & L&T over Reliance Industries: Vishal Malkan,08 Nov 2013 
52,Exit RIL at around Rs 1050-1080: Prakash Diwan,06 Nov 2013 
53,Hold Reliance Industries for long term: Kunal Bothra,06 Nov 2013 
54,Go long in Reliance Industries: Amit Gupta, 06 Nov 2013
55,Buy Reliance Industries below Rs 900: SP Tulsian,05 Nov 2013 
56,"Buy Reliance Industries 920 Call, Sell 960 Call: JK Jain",05 Nov 2013 
57,See higher levels in Reliance Industries: Anu Jain, 05 Nov 2013
58,See upside in Reliance Industries: Sudarshan Sukhani,03 Nov 2013 
59,Cairn ranked fastest growing energy firm in the world, 01 Nov 2013
60,India to ask Reliance to give up 80% of D6 gas block,29 Oct 2013 
61,Moily okays taking away 5 gas discoveries from RIL: Report,29 Oct 2013 
62,Prefer Reliance Industries: Rajen Shah, 28 Oct 2013
63,Reliance Jio Infocomm gets unified license for 22 service areas across India, 25 Oct 2013
64,"'Cos may produce oil, gas before investment plans cleared'",23 Oct 2013 
65,RIL-BP to invest $ 8-10 bn to produce more gas,18 Oct 2013 
66,"BP Chief Dudley, Mukesh Ambani meet Veerappa Moily",18 Oct 2013 
67,"Buy Reliance Industries, advises Pritesh Mehta",18 Oct 2013 
68,"Go long on Reliance Industries, advises Aditya Agarwal",18 Oct 2013 
69,Accumulate Reliance Industries; target of Rs 931: Angel,16 Oct 2013 
70,Buy Reliance Industries; target Rs 982: Emkay,16 Oct 2013 
71,OVL not to exercise pre-emption rights in Venezuela project, 16 Oct 2013
72,IOC says it was first co to cross Rs 1 trn qtrly turnover,15 Oct 2013 
73,Reliance Industries may touch Rs 950: Mayuresh Joshi,15 Oct 2013 
74,Reliance Industries may test Rs 1122: ICICI Securities, 15 Oct 2013
75,Reliance Industries may test Rs 945: SP Tulsian, 15 Oct 2013
76,JP Morgan upgrades RIL to 'overweight', 15 Oct 2013
77,Reliance Industries announces Sept qtr results; PAT up at Rs 5490cr,15 Oct 2013 
78,Reliance Jio gets a telecom service licence in Singapore, 14 Oct 2013
79,Reliance meets expectations: What is long term trigger now?,14 Oct 2013 
80,"Reliance Q2 net up 1.5% to Rs 5,490 cr, GRM at $ 7.7/bbl",14 Oct 2013 
81,See limited downside in Reliance Industries: Baliga,14 Oct 2013 
82,"Infosys second biggest weighting in Sensex, overtakes RIL",14 Oct 2013 
83,OVL increases stake in Brazilian oilfield for $529 million,14 Oct 2013 
84,Analysts expect Reliance to report lower other income in Q2,14 Oct 2013 
85,"Reliance Q2 Poll: Core profitability to rise, GRM may fall",14 Oct 2013 
86,RIL Q2 net may rise 1% at Rs 5409 cr: KR Choksey,12 Oct 2013 
87,SAT asks Sebi to look at RIL consent plea,11 Oct 2013 
88,"Reliance Industries signs a joint study agreement with Petroleos de venezuela, SA",11 Oct 2013 
89,"Reliance Industries' Q2 results on October 14, 2013",07 Oct 2013 
90,DGH shifting goalposts to strip off our discoveries: RIL,06 Oct 2013 
91,Govt may appt global experts on fall in KG-D6 gas output,04 Oct 2013 
92,Buy RIL 860 Call; sell two 880 Calls: Gopi Suvanam,03 Oct 2013 
93,RIL cries it's being penalised twice over,29 Sep 2013 
94,Buy Reliance Industries at around Rs 780-800: Irani,27 Sep 2013 
95,Govt to soon permit private cos to explore shale resources,26 Sep 2013 
96,Reliance Industries may touch Rs 800: Sudarshan Sukhani,26 Sep 2013 
97,Short HDFC Bank; target Rs 585: Hemant Thukral, 26 Sep 2013
98,SAT adjourns RIL insider case hearing to Oct 11,25 Sep 2013 
99,Reliance Industries may test Rs 805-810: Shardul Kulkarni,25 Sep 2013 
100,"Recommend RIL, L&T, Adani Port for long term: Vikas Khemani", 25 Sep 2013
101,"Prefer HDFC, RIL, HUL, says Sudarshan Sukhani",18 Sep 2013 
102,"Prefer Reliance Industries, BPCL: Gopi Suvanam",18 Sep 2013 
103,"We need to look beyond gloom & doom, says Mukesh Ambani",18 Sep 2013 
104,Check Out: Super Six stocks for September 18,18 Sep 2013 
105,Sandeep Bhatia positive on Reliance Industries, 16 Sep 2013
106,RIL slams DGH move to snatch gas discoveries as arbitrary,15 Sep 2013 
107,Reliance Industries to remain between Rs 900-800: Choksey, 13 Sep 2013
108,OilMin seeks legal opinion on levying $781mn penalty on RIL,12 Sep 2013 
109,"Rupee, higher rates raise firms' credit risk: Moody's", 12 Sep 2013
110,ONGC mulls using RIL infra for gas production,11 Sep 2013 
111,See higher levels in ONGC: Aditya Agarwal,10 Sep 2013 
112,"Shardul Kulkarni bullish on ITC, RIL",10 Sep 2013 
113,Moily to decide on RIL relinquishment proposal,08 Sep 2013 
114,Hold Reliance Industries for 2-3 yrs: Mayuresh Joshi,06 Sep 2013 
115,Govt move to force old gas price for KG-D6 gas illegal: RIL,05 Sep 2013 
116,RIL on track to invest over $24bn in key projects by 2017,04 Sep 2013 
117,"Buy Reliance Industries, advises Sudarshan Sukhani", 04 Sep 2013
118,"Buy Reliance Industries 840 Call, says VK Sharma", 04 Sep 2013
119,Govt not honouring contracts on KG-D6 gas block: Reliance,03 Sep 2013 
120,RIL eyes oil blocks in Venezuela,03 Sep 2013 
121,Reliance Industries may move to Rs 925-930: Kulkarni,02 Sep 2013 
122,Reliance Industries may test Rs 905-910: SP Tulsian,02 Sep 2013 
123,"Buy Reliance Industries, advises Anu Jain",31 Aug 2013 
124,Sell Reliance Industries 760-780 Puts: Amit Trivedi, 30 Aug 2013
125,Buy Reliance Industries; may test Rs 870: Kulkarni,29 Aug 2013 
126,RIL wins approval for $3.18 bn plan for R-Series gas field,29 Aug 2013 
127,RIL counters Scindia claim on power plant idle due to KG-D6,28 Aug 2013 
128,Buy Reliance Industries; target Rs 830: Shardul Kulkarni ,28 Aug 2013 
129,"Prefer ITC, Reliance Industries: Manoj Murlidharan Vayalar",28 Aug 2013 
130,RIL cooperating unconditionally with CAG ,27 Aug 2013 
131,Buy Reliance Industries at Rs 740: SP Tulsian,27 Aug 2013 
132,Reliance Industries may test Rs 560: Jai Bala,27 Aug 2013 
133,Avoid Reliance Industries: Sudarshan Sukhani,27 Aug 2013 
134,"Reliance Jio, few others apply for Unified Licence", 24 Aug 2013
135,"Reliance Industries, Bharti safe to buy: Atul Badkar", 23 Aug 2013
136,"RIL, BP make new gas discovery off east coast", 23 Aug 2013
137,"Reliance, BP announce new deepwater gas condensate discovery in Cauvery basin",23 Aug 2013 
138,"Reliance Industries, BP discover new gas in Cauvery basin",23 Aug 2013 
139,RIL's telecoms unit applies for new permit: Source,23 Aug 2013 
140,Super Six buy/sell calls for August 23,23 Aug 2013 
141,"Antique Stock Broking bullish on ONGC, Reliance Industries", 22 Aug 2013
142,WB govt to select final bidder for HPL sale by Sept 30, 21 Aug 2013
143,"Buy L&T on dip, Reliance may fall further: Anu Jain",19 Aug 2013 
144,"Short Reliance Industries, target of Rs 760: Amit Gupta",17 Aug 2013 
145,"Reliance, IOC, ONGC bid for Guj terminal stake",09 Aug 2013 
146,Buy SBI at around Rs 1670-1690: Shardul Kulkarni,08 Aug 2013 
147,"Trading calls: Buy Dr Reddys, RIL, Jindal Steel",08 Aug 2013 
148,Sell Reliance Industries Puts in Aug series: Amit Trivedi, 08 Aug 2013
149,Ambareesh Baliga bullish on Reliance Industries, 08 Aug 2013
150,DGH fines RIL $1.78 bn for gas shortfall, 07 Aug 2013
151,Government should cap local gas prices: House Panel,07 Aug 2013 
152,"Buy Reliance Industries, SBI: Shardul Kulkarni",07 Aug 2013 
153,CBI closes PE against V K Sibal on KG-D6 gas price issue, 07 Aug 2013
154,Reliance Industries: Allotment of equity shares,06 Aug 2013 
155,"Reliance Jio, Kolkata Municipal Corp mull over 4G rollout", 06 Aug 2013
156,Super Six stocks you can bet on August 5,05 Aug 2013 
157,Buy Reliance Industries; target Rs 910: Aditya Agarwal,02 Aug 2013 
158,"Reliance, ONGC, Cairn in race for Myanmar blocks ",01 Aug 2013 
159,"Trading calls: Buy RIL, PVR and, AB Nuvo",01 Aug 2013 
160,Buy Reliance Industries; target Rs 944: Firstcall Research, 01 Aug 2013
161,Check Out: Trading picks for August 1,01 Aug 2013 
162,"Avoid Reliance Industries, says Sudarshan Sukhani", 31 Jul 2013
163,"Trading calls: Anand Rathi recommends buying RIL, Havells",30 Jul 2013 
164,Angel Broking neutral on Reliance Industries, 29 Jul 2013
165,RIL signs MoU with ONGC on eastern offshore facility sharing arrangement,29 Jul 2013 
166,"Reliance, ONGC to work out sharing infra in KG basin", 28 Jul 2013
167,Sell Reliance Industries; target Rs 840: Ajcon Global,25 Jul 2013 
168,Super Six intraday picks for the day,25 Jul 2013 
169,Trading Calls: Brokerages suggest buying 6 stocks today,24 Jul 2013 
170,EGoM on gas to meet on July 25, 23 Jul 2013
171,RIL has target of Rs 980-1000: Sandeep Bhatia,22 Jul 2013 
172,RIL Q1 on expected lines; target remains Rs 1100: Macquarie, 22 Jul 2013
173,This is what analysts make of Reliance Industries post Q1, 22 Jul 2013
174,Reliance Industries to merge REGDL with self,20 Jul 2013 
175,Stocks that may make or hurt your money next week,20 Jul 2013 
176,Reliance Industries Q1 net up 19% on GRM surge,20 Jul 2013 
177,Reliance earnings as expected; E&P to do better: Taneja,19 Jul 2013 
178,Earnings in line; high GRM levels unsustainable: JM Fin,19 Jul 2013 
179,RIL's volatile GRM a concern; accumulate on dips: HDFC Sec,19 Jul 2013 
180,New capacities will offset dip in RIL petchem revenue: IIFL,19 Jul 2013 
181,RIL earnings as expected; petchem needs to improve: Tulsian,19 Jul 2013 
182,Rupee fall aided Reliance Ind Q1 results: Quant Capital,19 Jul 2013 
183,Reliance Industries Q1 PAT seen up 18% YoY: Poll,19 Jul 2013 
184,Check out: Top stocks ideas by market experts,19 Jul 2013 
185,Reliance Industries Q1 net may jump 18% to Rs 5272cr: Emkay,18 Jul 2013 
186,RIL Q1 net may rise 20% to Rs 5380 cr: KR Choksey,18 Jul 2013 
187,RIL Q1 net seen up 17% to Rs 5235.2 cr: Motilal Oswal,18 Jul 2013 
188,Will gas price talks overshadow Reliance's Q1 performance?, 18 Jul 2013
189,Fert top priority; nod on gas for power on Mon: Moily,17 Jul 2013 
190,Reliance operating profit may lag estimates: StarMine,17 Jul 2013 
191,Reliance Industries cuts run rates at gasoline-making unit,17 Jul 2013 
192,RIL's gas output at D6 block drops to 14 mmscmd: Oil Secy, 17 Jul 2013
193,EGoM to decide on changing gas priority on Wednesday,16 Jul 2013 
194,Check out: Top chart picks for July 16,16 Jul 2013 
195,Mukesh Ambani's RGTIL wins licence for Shahdol-Phulpur line,15 Jul 2013 
196,Buy Reliance Industries: Sudarshan Sukhani,15 Jul 2013 
197,DGH refuses to approve RIL's $3.5 billion plan for NEC-25, 14 Jul 2013
198,Five short term picks by market experts,12 Jul 2013 
199,"Reliance Industries: Q1 results on July 19, 2013",11 Jul 2013 
200,Reliance Industries should outperform: Anand Tandon,11 Jul 2013 
201,Govt is not mulling change in new gas price: Moily,11 Jul 2013 
202,PLilladher stock bets this Q1 earnings season,10 Jul 2013 
203,Reliance Industries may slide to Rs 820-825: Sukhani,10 Jul 2013 
204,FinMin wants RIL to supply outstanding gas at old rate,10 Jul 2013 
205,RIL entity moves Tribunal against Rs 11cr Sebi penalty,10 Jul 2013 
206,SC to hear PIL on Mukesh Ambani's 'Z' category security, 09 Jul 2013
207,"Now, Mukesh Ambani picks up stake in Epic TV", 09 Jul 2013
208,India evinces interest in LNG import from Iraq,08 Jul 2013 
209,"RIL to get $8.4 from Apr 1, higher rate in later quarters ",05 Jul 2013 
210,Hold Reliance Industries: Parag Doctor,05 Jul 2013 
211,Expect ONGC to touch Rs 560: Homavazir,05 Jul 2013 
212,"Kotak ups RIL target price on weak rupee, higher gas prices", 04 Jul 2013
213,Govt to gain USD 2.2 bn from gas price hike: Report,03 Jul 2013 
214,Multibagger pick: SP Tulsian bets on Gujarat Gas, 03 Jul 2013
215,Buy Reliance Industries: Prabhat Awasthi,02 Jul 2013 
216,Mehraboon Irani positive on oil marketing companies, 02 Jul 2013
217,Buy Reliance Industries on dip: Siddharth Bhamre, 02 Jul 2013
218,"Avoid Reliance Industries, says Sudarshan Sukhani",01 Jul 2013 
219,"UPA's gas price move isn't reform, it's a ticking time bomb", 01 Jul 2013
220,"Prefer Reliance Industries over ONGC, Oil India: Irani",29 Jun 2013 
221,"Buy Reliance Industries on dip, target of Rs 950: Agarwal",28 Jun 2013 
222,"Hold ONGC, says Jagdish Malkani",28 Jun 2013 
223,"Hold Reliance Industries, says Jagdish Malkani",28 Jun 2013 
224,"ONGC, Oil India, RIL reverse gains, end modestly higher",28 Jun 2013 
225,"Go long on IVRCL, Jaiprakash Power, Oil India, HDIL: Jain",28 Jun 2013 
226,"Gas price hike: ONGC top gainer; see EPS boost, says I-Sec", 28 Jun 2013
227,Gas price hike to boost Reliance earnings from FY17: Kotak, 28 Jun 2013
228,"How gas price hike may impact RIL, ONGC, GAIL, OIL earnings", 28 Jun 2013
229,RIL's EPS estimates won't change drastically: Kotak Instl, 28 Jun 2013
230,"Here's how to play ONGC, OIL, GAIL post gas price hike",28 Jun 2013 
231,Gas price hike: RIL's EPS to go up by 7-8% says Jal Irani, 27 Jun 2013
232,Gas price hike will get thumbs up from market: Prayesh Jain, 27 Jun 2013
233,Gas price hiked to $8.4; CCEA okays Ranga panel recos,27 Jun 2013 
234,Add Reliance Industries on decline: Doctor,27 Jun 2013 
235,Reliance Industries may touch Rs 950-1000: Tater,27 Jun 2013 
236,"Buy ONGC, advises Sudarshan Sukhani",27 Jun 2013 
237,Gas explorers gain on reports of CCEA meet on gas pricing, 27 Jun 2013
238,See govt fixing gas price at $6.5-8.5/mmbtu: Feedback Infra, 27 Jun 2013
239,Companies can refinance 3G payments via ECBs till FY14: RBI,25 Jun 2013 
240,Sudarshan Sukhani's views on Reliance & ONGC,25 Jun 2013 
241,"Mukesh Ambani bets on 4G broadband, but risks abound",24 Jun 2013 
242,"See lower levels in ONGC, Reliance Industries: Sukhani",21 Jun 2013 
243,"Reliance Industries, ONGC look attractive: Sukhani",19 Jun 2013 
244,CPI leader Dasgupta launches fresh attack on Moily over RIL,18 Jun 2013 
245,Reliance Industries to stay in Rs 780-845 range: Tulsian,17 Jun 2013 
246,Sudarshan Sukhani bullish on Reliance Industries,17 Jun 2013 
247,"Below Rs 765, Reliance Industries may test Rs 670: Jai Bala",17 Jun 2013 
248,Moily hints of relief to RIL on KG-D6 relinquishment issue,16 Jun 2013 
249,Tribunal adjourns RIL-Sebi case hearing till July 22,14 Jun 2013 
250,Buy Reliance Industries says Sudarshan Sukhani,12 Jun 2013 
251,"Go long on Reliance Industries, may go upto Rs 814: Vayalar",11 Jun 2013 
252,Check out: Top super six stocks for today's trade,11 Jun 2013 
253,"ONGC jumps gun, announces Videocon deal before it is due",10 Jun 2013 
254,Motilal Oswal neutral on Reliance Industries, 08 Jun 2013
255,"RIL, RComm strike Rs 12,000-cr telecom tower deal",07 Jun 2013 
256,Kotak retains 'reduce' on RIL on medium-term growth concern,07 Jun 2013 
257,RIL-RComm deal: ICICI Sec sees little cheer for ADAG firm,07 Jun 2013 
258,"Reliance Jio, Reliance Comm sign comprehensive agreement for towers sharing", 07 Jun 2013
259,Why Reliance Industries AGM failed to lift stock, 07 Jun 2013
260,"RIL, RComm strike Rs 12,000cr tower pact", 07 Jun 2013
261,Find out: Tulsian's views on buzzing stocks and sectors,06 Jun 2013 
262,Reliance Industries to remain rangebound: Thununguntla,06 Jun 2013 
263,"Buy Reliance Industries, says Rajesh Agarwal",06 Jun 2013 
264,"Exit Delta Corp, buy Reliance Ind, NMDC: Thununguntla",06 Jun 2013 
265,Ambareesh Baliga positive on Reliance Industries,06 Jun 2013 
266,Mukesh Ambani's speech at Reliance Inds 39th AGM: Full Text,06 Jun 2013 
267,Reliance Industries AGM: Key takeaways, 06 Jun 2013
268,RIL to more than triple headcount in Reliance Jio, 06 Jun 2013
269,Shale gas to strengthen RIL's E&P portfolio: Mukesh Ambani, 06 Jun 2013
270,Reliance AGM: Here's what Mukesh Ambani plans in FY14, 06 Jun 2013
271,Expect RIL to be among top 5 global petchem giants: Ambani,06 Jun 2013 
272,Reliance Industries draws Rs 1.5 lakh cr capex for 3 years,06 Jun 2013 
273,Here's what to expect from Reliance Industries AGM,05 Jun 2013 
274,10th round of oil and gas blocks auction this fiscal: Moily,04 Jun 2013 
275,RIL likely to trade in Rs 780-845 range: SP Tulsian,03 Jun 2013 
276,Build long positions in oil and energy space: PN Vijay, 01 Jun 2013
277,"ONGC, Reliance Industries safe bets: PN Vijay",31 May 2013 
278,"RIL KG-D6 gas output drops to fresh low, below 15 mmscmd",31 May 2013 
279,6 stocks likely to see lot of action today,31 May 2013 
280,Reliance Industries has major support around Rs 822: Panda,30 May 2013 
281,"At 'BBB+', RIL gets best-ever S&P rating",30 May 2013 
282,"CEOs, how about switching focus from IPL back to business?",29 May 2013 
283,Check out: Top trading picks by market experts,29 May 2013 
284,"Book partial profits in Reliance Industries, says Kulkarni",28 May 2013 
285,"Buy Reliance Industries, advises Sukhani",28 May 2013 
286,"Invest in RIL, Hindalco, Tata Steel: Gopi Suvanam",27 May 2013 
287,Reliance Industries still looks underperforming: Sukhani,27 May 2013 
288,Buy Reliance Industries with 12-18 months view: Tulsian,27 May 2013 
289,"Go long on Reliance Industries, says Murlidharan",27 May 2013 
290,Niko finds significant gas in India block; shares soar,27 May 2013 
291,How brokerages view Reliance Industries-BP oil find,27 May 2013 
292,"RIL, BP & NIKO announce gas discovery in KG D6 block",25 May 2013 
293,RIL-BP make huge gas discovery in KG-D6 block,24 May 2013 
294,Moily refutes allegations of favouring Reliance Industries,24 May 2013 
295,"Why RIL, Rangarajan or Moily should not decide gas prices",23 May 2013 
296,Oil retailers plunge on export parity pricing talks,22 May 2013 
297,"Over 15,000 MW capacity plants stuck with no supply by RIL",21 May 2013 
298,TCS beats ONGC to become most-valued company,20 May 2013 
299,RIL restarts crude unit after brief shutdown,20 May 2013 
300,"Go long in RIL, may rally to Rs 858: Murlidharan",20 May 2013 
301,Oil Ministry recommends natural gas price hike to $6.7,20 May 2013 
302,Reliance Industries may slip to Rs 807: Rahul Mohindar,17 May 2013 
303,Reliance Industries has resistance at Rs 860-870: Sukhani,16 May 2013 
304,Wait for Reliance Industries to cross Rs 850: Sukhani,15 May 2013 
305,Reliance Industries can move to Rs 1100: Darashaw,15 May 2013 
306,RIL may slip to Rs 700: Sukhani, 15 May 2013
307,Exit Reliance Communication: SP Tulsian,13 May 2013 
308,Sell Reliance Industries: Sukhani,13 May 2013 
309,Mukesh Ambani foregoes Rs 24-cr from RIL salary, 13 May 2013
310,Accumulate Reliance Industries around Rs 800: SP Tulsian,09 May 2013 
311,Check out: Top chart picks by market experts,09 May 2013 
312,"Reliance AGM on June 06, 2013",08 May 2013 
313,Govt seeks details from RIL on KG-D6 investment,07 May 2013 
314,RIL surpasses ITC to reclaim third most valued co status,06 May 2013 
315,Reliance Industries has target of Rs 840-845: Sukhani,06 May 2013 
316,Reliance Industries has target of Rs 840-850: Sukhani,06 May 2013 
317,"RIL may add of Rs 30-40, says Amit Gupta",03 May 2013 
318,SEBI fines RIL entity Rs 11 cr in IPCL insider trading case,03 May 2013 
319,Cos holding Rs 1101cr unclaimed dividends; RIL tops list,02 May 2013 
320,"Prefer Reliance Industries, says Sukhani",02 May 2013 
321,"Exit Reliance Industries, says Sukhani",02 May 2013 
322,Bharti Infratel keen on tower biz with Reliance,01 May 2013 
323,Bharti Infratel to talk to Reliance for tower lease: VC, 30 Apr 2013
324,RIL could see more weakness if falls below 760-785: Jain,29 Apr 2013 
325,Oil regulator wants RIL to give up 86% of KG-D6 area,28 Apr 2013 
326,Find if profit motive caused dip in RIL's KG-D6 gas: Govt,23 Apr 2013 
327,Morgan Stanley upgrades Reliance Infra to 'overweight', 23 Apr 2013
328,Reliance Jio signs pact with Bharti for cable network, 23 Apr 2013
329,CCI oil-block nod will warm FII focus on India: Ex-oil secy,22 Apr 2013 
330,"CCI's 25 oil block clearances to benefit Reliance, ONGC",22 Apr 2013 
331,"CCI clears 13 power projects, 25 oil blocks",22 Apr 2013 
332,"Buy Reliance Industries, Cairn India: Sukhani",22 Apr 2013 
333,"Top 7 companies add Rs 80,056cr in m-cap; ONGC, ITC shine",21 Apr 2013 
334,RIL likely to consolidate at around Rs 775-780: Trivedi, 18 Apr 2013
335,Reliance Industries may dip to Rs 720-730: Mohindar,17 Apr 2013 
336,Reliance Industries has support around Rs 760: SP Tulsian,17 Apr 2013 
337,Angel Broking neutral on Reliance Industries,17 Apr 2013 
338,Accumulate Reliance Industries; tgt of Rs 867: PLilladher,17 Apr 2013 
339,Suresh Mahadevan positive on Reliance Industries ,17 Apr 2013 
340,RIL says will give up 56% of KG-D6 block,17 Apr 2013 
341,Hold Reliance Industries; target of Rs 834: Emkay,17 Apr 2013 
342,"RIL can face pressure in Q1, bullish on ONGC: Religare Cap",17 Apr 2013 
343,Buy Reliance Industries on dips: Sukhani,17 Apr 2013 
344,Reliance Industries a good long term bet: Chakraborty, 17 Apr 2013
345,Reliance fixes book closure for dividend, 17 Apr 2013
346,Avoid Reliance Industries: Sukhani, 17 Apr 2013
347,Reliance Industries down 2% on Q4 revenue decline, 17 Apr 2013
348,"RIL shares fall, revenue misses estimates",17 Apr 2013 
349,"At USD 44 bn, RIL accounted for 15% of India export in FY13",17 Apr 2013 
350,"RIL's shale gas, telecom ops to drive stock rating: Experts",16 Apr 2013 
351,"Reliance Industries AGM on June 06, 2013",16 Apr 2013 
352,RIL results may not be able to cheer market: Tulsian,16 Apr 2013 
353,Reliance Q4 net up 32% on refining margin rise; sales down,16 Apr 2013 
354,Reliance Industries can move to Rs 840-845: SP Tulsian,16 Apr 2013 
355,"RIL Q4 net up 32% on robust refining margins, sales slide",16 Apr 2013 
356,"Reliance Industries Q4 net up 32%, beats forecasts",16 Apr 2013 
357,"Reliance Industries may test Rs 850, says Ashu Madan",16 Apr 2013 
358,RIL Q4 PAT seen up 24.7% at Rs 5282 cr: Angel Broking,16 Apr 2013 
359,RIL Q4 PAT seen up 31.3% at Rs 5562.4cr: P Lilladher,16 Apr 2013 
360,"Reliance could be a safe buy, says PN Vijay",16 Apr 2013 
361,RIL refining margin to reach $11/bbl ahead: JM Financial,16 Apr 2013 
362,RIL may post 31% YoY jump in Q4 PAT on robust GRMs: Poll,15 Apr 2013 
363,Avoid Reliance Industries: Sukhani,15 Apr 2013 
364,Reliance Industries may test Rs 800: SP Tulsian,13 Apr 2013 
365,RIL could touch Rs 800 after Q4 results: Tulsian ,13 Apr 2013 
366,Buy Reliance Industries below Rs 760: SP Tulsian,12 Apr 2013 
367,RIL gas output falls to all-time low; shuts ninth well,11 Apr 2013 
368,"Find out: FMCG, pharma, Oil& Gas who will lead Q4 earnings?",11 Apr 2013 
369,Infosys may guide to 8-9% growth for FY14: Rajgarhia, 11 Apr 2013
370,Expect RIL Q4 profits to be flat: Edelweiss,10 Apr 2013 
371,"Add RIL, ONGC at lower levels: Sangeeta Purushottam", 10 Apr 2013
372,RIL sniffs gas in first exploration well in 5 yrs ,09 Apr 2013 
373,GSPC seeks USD 14.2 per mmBtu price for KG basin gas ,09 Apr 2013 
374,Add Reliance Industries below Rs 700: Sukhani, 09 Apr 2013
375,Expect sentiment to improve in infra space: Feedback Infra, 09 Apr 2013
376,"Bothra upbeat on RIL, ONGC, HPCL, BPCL",08 Apr 2013 
377,SAT hearing on RIL insider trading case adjourned to Jun 14,08 Apr 2013 
378,RIL-BP win approval for drilling well in KG-D6 block , 05 Apr 2013
379,"  'RIL may share RCom spectrum, launch 4G service by Dec'",04 Apr 2013 
380,"Short Reliance Industries, says Sudarshan Sukhani", 04 Apr 2013
381,"Optic fibre deal win-win for RIL, RCOM: Analysts",03 Apr 2013 
382,Reliance Industries agrees to CAG audit: Oil Secretary,03 Apr 2013 
383,RIL-RCom deal: Who will be bigger beneficiary?,03 Apr 2013 
384,Rel Comm jumps 6% post Rel Jio deal; ADAG stocks surge, 03 Apr 2013
385,Reliance Jio-Rel Comm deal to accelerate 4G rollout: Expert,02 Apr 2013 
