,Headlines,Date
123,"ITC, EIH plan to combine hotel operations: Report", 29 Sep 2010
124,"Reliance shuts crude unit at 660,000 bpd plant ", 28 Sep 2010
125,Buy Reliance Industries; target of Rs 1260: Angel Broking,28 Sep 2010 
126,"RIL, BP may restart talks for E&P deal next month: Sources",28 Sep 2010 
127,Reliance to remain underperformer: Gupta,28 Sep 2010 
128,Largecap IT can underperform: Suresh Mahadevan, 28 Sep 2010
129,RIL may see earnings surprises in 12-18 months: Sekhar,27 Sep 2010 
130,Prefer Lakshmi Vilas Bank: Tulsian,27 Sep 2010 
131,Invest in RIL at current level: Amit Dalal,24 Sep 2010 
132,Hold Reliance Industries: Sukhani,24 Sep 2010 
133,Hold RIL for long term: VK Sharma,24 Sep 2010 
134,Badkar bullish on Reliance Industries, 24 Sep 2010
135,EIH rights issue: Will RIL use it to increase stake?, 24 Sep 2010
136,"Nilesh Shah bullish on Bharti, NTPC, RIL",23 Sep 2010 
137,RIL to remain in 950-1050 range: Tulsian,23 Sep 2010 
138,Buy RIL on dips: Vikas Pershad, 23 Sep 2010
139,Reliance Industries may see correction: Thukral,22 Sep 2010 
140,RIL an underperformer: Sanjeev Prasad, 21 Sep 2010
141,RIL has resistance at Rs 1065: Gujral,20 Sep 2010 
142,Radhika Gupta bearish on Reliance Industries,20 Sep 2010 
143,Reliance an underperformer: Thacker,20 Sep 2010 
144,RIL can go upto Rs 1040: SP Tulsian,17 Sep 2010 
145,Technology stocks may see some more upside: Mohindar,17 Sep 2010 
146,Book profit in RIL at around Rs 1060-1070: Gujral,17 Sep 2010 
147,Expect flat earning in RIL: Sivasankaran,17 Sep 2010 
148,RIL will lead next rally: Ashu Madan,17 Sep 2010 
149,Reliance Industries in talks to buy US shale stake: Sources, 17 Sep 2010
150,Reliance in talks to buy US shale stake:Source,17 Sep 2010 
151,RIL will remain an underperformer: Gujral,17 Sep 2010 
152,RIL can go upto Rs 1050-1100: Pashupati Advani,16 Sep 2010 
153,Buy RIL at current level: Anantakrishnan,16 Sep 2010 
154,Buy banking stocks on correction: Advani,16 Sep 2010 
155,Reliance Industries in recovery mode: Mohindar,15 Sep 2010 
156,RIL looks good for investment: Choksey,15 Sep 2010 
157,RIL has resistance at Rs 1045-1065: Bhambwani,15 Sep 2010 
158,"Stay with RIL, says Vivek Mavani",15 Sep 2010 
159,RIL offered 25% higher prices for D6 gas,15 Sep 2010 
160,RIL has target of Rs 1380-1400: Baliga, 15 Sep 2010
161,Reliance Industries may go upto Rs 1020: Mohindar,14 Sep 2010 
162,RIL can test Rs 1100: Sanjay Dutt, 14 Sep 2010
163,Oil spill near Ravva coast stretching for 3km radius, 13 Sep 2010
164,Reliance continue to underperform: Gujral,13 Sep 2010 
165,Reliance can head upto Rs 1040-1050: Thacker,13 Sep 2010 
166,RIL can touch Rs 970: Thacker,08 Sep 2010 
167,Stay away from Reliance Industries: Sukhani,08 Sep 2010 
168,ICICI Sec raises Reliance Industries to buy,07 Sep 2010 
169,Buy RIL at around Rs 900-925: Gujral,07 Sep 2010 
170,Stay invested in Reliance Industries: Phani Sekhar,07 Sep 2010 
171,Reliance Industries not finished with US shale buys,06 Sep 2010 
172,Buy RIL at Rs 900: Choksey,03 Sep 2010 
173,Reliance Industries buys 3 mln bbls spot Brazil crude,03 Sep 2010 
174,Limited upside seen in Reliance Industries,02 Sep 2010 
175,Reliance Industries raises stake in EIH,02 Sep 2010 
176,RIL can touch Rs 1025-1050: Thacker,02 Sep 2010 
177,Reliance Industries may slip further: Gujral,01 Sep 2010 
178,Buy Reliance Industries: Baliga,01 Sep 2010 
179,Prakash Diwan neutral on Reliance Industries,01 Sep 2010 
180,Stay with Reliance Industries: Rajesh Jain,01 Sep 2010 
181,Reliance Industries may slip to Rs 875: Thacker,01 Sep 2010 
182,Buy Reliance Industries: Prabhat Awasthi, 01 Sep 2010
183,Buy RIL with a long term perspective: Emkay Global,31 Aug 2010 
184,Reliance Industries may slip to Rs 800: Gujral,31 Aug 2010 
185,Reliance Industries enters hospitality sector via EIH stake, 31 Aug 2010
186,RIL won't have involvement in management or operation: EIH,30 Aug 2010 
187,EIH to hit upper circuit tomorrow: SMC Capitals,30 Aug 2010 
188,RIL acquires 14.12% in EIH for Rs 1021 crore,30 Aug 2010 
189,"Below Rs 940, RIL can test Rs 875-880: Thacker",30 Aug 2010 
190,Buy Reliance Industries; target of Rs 1000: IIFL, 30 Aug 2010
191,Buy Reliance Industries Sep 980 Call: Desai,27 Aug 2010 
192,Reliance Industries may slip to Rs 900: Gujral,27 Aug 2010 
193,Exit Reliance Industries: Mohindar,26 Aug 2010 
194,Remain invested in Reliance Industries: Tulsian,26 Aug 2010 
195,Reliance likely JV partner for Chesapeake,26 Aug 2010 
196,Reliance may go up to Rs 1040-1050: Kulkarni,25 Aug 2010 
197,Avoid long position in Reliance Industries,23 Aug 2010 
198,Hold RIL; target of Rs 1050: Maheshwari,20 Aug 2010 
199,"Buy Reliance, says Shardul Kulkarni",20 Aug 2010 
200,Don't short Reliance: VK Sharma, 20 Aug 2010
201,RIL has support at Rs 960-965: Gujral,19 Aug 2010 
202,RIL near very strong long-term support: Mohindar,19 Aug 2010 
203,Hold Reliance Industries: Sekhar,19 Aug 2010 
204,"Below Rs 965-970, RIL may slip to Rs 880-900: Gujral",12 Aug 2010 
205,Buy Reliance at Rs 925-930: Bhambwani,12 Aug 2010 
206,Reliance plans to restart fuel stations,11 Aug 2010 
207,KG Basin issue hurting Reliance Ind: Bandyopadhyay,10 Aug 2010 
208,RIL can test Rs 1065-1070: Bhamre, 10 Aug 2010
209,RIL has major support at Rs 965-970: Gujral,09 Aug 2010 
210,RIL key support at Rs 980: Gujral,06 Aug 2010 
211,Accumulate Reliance Industries: Phani Sekhar,06 Aug 2010 
212,Reliance Industries looks weak: Sukhani, 06 Aug 2010
213,Reliance Industries: Gas output worries overdone?,05 Aug 2010 
214,RIL to buy 60% in US shale gas JV for $392 mn,05 Aug 2010 
215,RIL can go upto Rs 1060: SP Tulsian,03 Aug 2010 
216,Infotel raises $500m from RBS consortium,31 Jul 2010 
217,Sell Reliance Industries put option: Kapadia,30 Jul 2010 
218,See upside in Reliance Industries: Rajesh Jain,30 Jul 2010 
219,Get in RIL for long term: Gujral,30 Jul 2010 
220,Earnings Review: June quarter a mix bag for India Inc, 30 Jul 2010
221,"Reliance, Universal eye theme park in India",30 Jul 2010 
222,"Avoid Reliance Industries, says Salil Sharma",29 Jul 2010 
223,Motilal Oswal neutral on Reliance Industries; target Rs 991,29 Jul 2010 
224,Reliance Industries looks weak: Hemant Thukral, 29 Jul 2010
225,Reliance D6 peak gas output delayed to FY13,29 Jul 2010 
226,Motilal Oswal cuts Reliance to neutral from buy,28 Jul 2010 
227,"Reliance, Essar eye BP`s Africa retail ops ",28 Jul 2010 
228,RIL likely to remain under pressure,28 Jul 2010 
229,Hold Reliance Industries: Kulkarni,28 Jul 2010 
230,Stay invested in RIL: Radhika Gupta, 28 Jul 2010
231,"RIL Q1 net sales up 82% to Rs 58,228 cr",27 Jul 2010 
232,Will RIL's Q1 performance impress markets? ,27 Jul 2010 
233,RIL Q1 nos meets street estimates; how to trade stock?,27 Jul 2010 
234,RIL Q1 net profit up 33.42% at Rs 4851 cr,27 Jul 2010 
235,Keep stop loss of Rs 1012 on RIL: Kapadia,27 Jul 2010 
236,Not much upside in Reliance: Baliga, 27 Jul 2010
237,RIL Q1 sales seen up 3% at Rs 59300 cr, 27 Jul 2010
238,RIL Q1 net profit seen up 2.3% at Rs 4820 cr,26 Jul 2010 
239,Reliance has support at Rs 1045: Gujral,22 Jul 2010 
240,Find out: How will Q1 pan out for oil and gas sector?,21 Jul 2010 
241,Reliance Industries in talks to buy stake in Quicksilver, 19 Jul 2010
242,Etisalat close to buying 26% in Reliance Comm,19 Jul 2010 
243,RIL to perform better: PN Vijay,17 Jul 2010 
244,Citi`s Srikanth to join Reliance as deputy CFO,16 Jul 2010 
245,Reliance Industries can test Rs 1125-1130: Sharma,14 Jul 2010 
246,RIL eyeing third shale gas deal in North America,13 Jul 2010 
247,RIL likely to be an outperformer: Irani,12 Jul 2010 
248,RIL Jun qtr PAT seen up at Rs 4495.6 cr: P Lilladher,12 Jul 2010 
249,RIL Jun qtr PAT seen up at Rs 4696 cr: Sharekhan, 10 Jul 2010
250,"RIL Jun qtr PAT seen up at Rs 4,771 cr: M Oswal",08 Jul 2010 
251,How will Q1 earnings season be for India Inc?,08 Jul 2010 
252,Capped D6 output: What impact will it have on RIL?,08 Jul 2010 
253,Hold Reliance Industries: Phani Sekhar,07 Jul 2010 
254,Buy RIL above Rs 1080-1090: Bhambwani,07 Jul 2010 
255,RIL target Rs 1250 for a year: Gujral,07 Jul 2010 
256,"RNRL, RPower boards approve merger",04 Jul 2010 
257,CBI indicts Manoj Modi & 5 others in call re-routing case,02 Jul 2010 
258,"RNRL, Rel Power merger on cards?",02 Jul 2010 
259,"Hold RIL, exit Rel Cap, Rel Infra: Sukhani",01 Jul 2010 
260,"India cellular market booms, but not for carriers",30 Jun 2010 
261,RIL may see breakout above 1140: Sukhani,30 Jun 2010 
262,Buy Reliance Ind on decline: Gujral,30 Jun 2010 
263,RIL can re-test Rs 1125-1130: Thacker,29 Jun 2010 
264,Buy Reliance Industries: Bhambwani,28 Jun 2010 
265,Reliance Industries finds more oil in Cambay basin,28 Jun 2010 
266,Buy RIL; target of Rs 1200: IIFL,25 Jun 2010 
267,RIL can test Rs 1150: Mohindar,25 Jun 2010 
268,RIL may see 20% upside in long term: Centrum,25 Jun 2010 
269,Gas supply still a question mark?,25 Jun 2010 
270,"RIL, RNRL sign revised gas pact ",25 Jun 2010 
271,ONGC has resistance at Rs 1235-1240: Gujral, 25 Jun 2010
272,See good prospects for RIL-Pioneer deal ahead: Choksey,24 Jun 2010 
273,May fuel sales up on higher auto fuel demand,24 Jun 2010 
274,RIL-Pioneer deal as value accretive from onset: Macquarie,24 Jun 2010 
275,RIL-Pioneer deal: What potential does it hold?, 24 Jun 2010
276,RIL inks JV with Pioneer Natural for shale gas, 24 Jun 2010
277,"Hold RIL, can move to Rs 1200 in 1 yr: Mohindar",23 Jun 2010 
278,Hold RIL for long term: Radhika Gupta,23 Jun 2010 
279,Reliance to pay $300 mn cash in Pioneer deal ,23 Jun 2010 
280,Reliance to spend over $3 bn in fertiliser push: Source,22 Jun 2010 
281,Energy security: Challenges & opportunities for India,22 Jun 2010 
282,"Reliance, MTNL in 3G franchise talks",22 Jun 2010 
283,RIL has resistance at Rs 1091-1095: Deshmukh,22 Jun 2010 
284,IMG Rel buys commercial rights to baskteball in India: Srcs,21 Jun 2010 
285,RIL has support at Rs 1045-1050: Gujral,21 Jun 2010 
286,Remain invested in RIL: SP Tulsian,21 Jun 2010 
287,Reliance eyes 26% stake in Fortis,18 Jun 2010 
288,Buy Reliance Industries at Rs 980-1000: Gujral,18 Jun 2010 
289,Enter Reliance Industries: Radhika Gupta, 18 Jun 2010
290,RIL bets big on power and telecom, 18 Jun 2010
291,Reliance may buy 26% in Pipavav Shipyard,18 Jun 2010 
292,Hold RIL; target of Rs 1150: Anand Rathi,17 Jun 2010 
293,Buy Reliance Industries: Gorakshakar,17 Jun 2010 
294,Hold Reliance Industries: Kulkarni,17 Jun 2010 
295,Baliga bullish on Reliance Industries,16 Jun 2010 
296,RIL may acquire 26% stake in RCom: Sources,16 Jun 2010 
297,"RIL to bid for Chhattisgarh, Orissa, Tamil Nadu UMPPs: Srcs",16 Jun 2010 
298,Reliance Industries has support at Rs 960-950: Thacker,16 Jun 2010 
299,Hold RIL; target of Rs. 1050: Anand Rathi ,15 Jun 2010 
300,RIL-RNRL likley to sign gas pact next week,15 Jun 2010 
301,Buy Reliance Industries 1050 call: VK Sharma, 14 Jun 2010
302,Reliance Industries to invest in power sector,14 Jun 2010 
303,RIL plans USD 4 bn investment over 3 yrs for broadband,13 Jun 2010 
304,RIL to usher in a broadband revolution in India     ,11 Jun 2010 
305,Reliance Industries has target of Rs 1110: Sharma,11 Jun 2010 
306,Broadband auction throws up surprise winner,11 Jun 2010 
307,RIL acquires 95% stake in Infotel Broadband,11 Jun 2010 
308,Bharti Airtel: Broadband spectrum bid extremely high,11 Jun 2010 
309,RIL makes 6th oil discovery, 11 Jun 2010
310,Reliance's new plant shut due to tech snag: Sources,10 Jun 2010 
311,Hold Reliance Industries: Radhika Gupta,10 Jun 2010 
312,RIL eyes corporate telecoms market,10 Jun 2010 
313,Reliance sell order entered in error: BSE,09 Jun 2010 
314,"Reliance, Essar gear up for India fuel deregulation", 09 Jun 2010
315,Buy RIL 1000 put: VK Sharma, 09 Jun 2010
316,Reliance to reopen about 750 closed retail fuel outlets,08 Jun 2010 
317,Potential investors in R-Comm,08 Jun 2010 
318,"Buy RIL, says Avinash Gorakshakar",07 Jun 2010 
319,Exit RIL at around Rs 1100-1120: Thacker,07 Jun 2010 
320,Reliance may foray into nuclear energy,07 Jun 2010 
321,Buy Reliance Ind; target of Rs 1133: Motilal Oswal, 04 Jun 2010
322,"Avoid RIL, says Parag Doctor", 04 Jun 2010
323,Reliance Industries seeks $1 bn loan,03 Jun 2010 
324,RIL has support at Rs 950-970: Thacker,02 Jun 2010 
325,Reliance may invest in coal-based power plants, 02 Jun 2010
326,RIL has resistance at Rs 1050: Chouhan,31 May 2010 
327,April local fuel sales up 3.8% y/y - govt,31 May 2010 
328,Keep Rs 950 stoploss in RIL: Gujral, 29 May 2010
329,Wait for developments in RIL: Tulsian,28 May 2010 
330,Reliance discovers oil for the fifth time in Cambay Basin, 28 May 2010
331,Get in RIL at around Rs 980: Gujral,27 May 2010 
332,Ambanis to reach gas deal in 2 weeks, 27 May 2010
333,"Hold RIL, target of Rs 1150: Anand Rathi",26 May 2010 
334,Reliance Industries may slip to Rs 910: Irani,25 May 2010 
335,Buy RIL closer to Rs 975: Anu Jain, 25 May 2010
336,RIL to focus on product innovation & biz expansion: Mukesh,24 May 2010 
337,Buy Reliance Industries: Avinash Gorakshakar,24 May 2010 
338,Exit RIL at higher level: Sanjeev Agrawal,24 May 2010 
339,Buy 1000 call of Reliance Industries: VK Sharma, 24 May 2010
340,Experts see Ambani patch-up bringing new prospects for RIL, 24 May 2010
341,Sukhani bearish on Reliance,24 May 2010 
342,How are analysts viewing the truce,23 May 2010 
343,Ambanis end non-compete pact in reconciliation bid,23 May 2010 
344,Ambanis find synergies in telecom and retail,23 May 2010 
345,Reliance resumes output as cyclone fades: Sources,21 May 2010 
346,Reliance has support at Rs 950-975: Doctor,21 May 2010 
347,Buy Reliance with long term view: Joshi,21 May 2010 
348,"Price hike in Delhi, Mumbai to be decided by cos: Oil Secy", 20 May 2010
349,RIL suspends all drilling ops on cyclone 'Laila' scare, 20 May 2010
350,Reliance halts crude output due to cyclone,19 May 2010 
351,Reliance April crude imports up 42% m/m,19 May 2010 
352,RIL suspends crude oil production on cyclone scare,19 May 2010 
353,Reliance Industries has support at Rs 980: Sukhani,19 May 2010 
354,Reliance makes rare purchase of Urals crude,19 May 2010 
355,Reliance Inds to trade in Rs 980-1060 band: Rahul Mohindar,18 May 2010 
356,"Hold RIL, says Satish Betadpur",18 May 2010 
357,Reliance may slip below Rs 975: Sukhani, 18 May 2010
358,Reliance may slip to Rs 960: Gujral,17 May 2010 
359,Sandeep Bhatia underweight on Reliance, 17 May 2010
360,Reliance and Russia's Sibur in rubber venture,16 May 2010 
361,Buy RIL on every decline: Gujral, 15 May 2010
362,Hold RIL with long term perspective: Joshi, 15 May 2010
363,Oil can rise to more than $100 per barrel: Ambani,14 May 2010 
364,Need to be prepared to see crude at $100/bbl: Mukesh Ambani,14 May 2010 
365,Reliance Industries may slip further: Sukhani, 14 May 2010
366,Reliance could be good pick: PN Vijay, 14 May 2010
367,RIL can go upto 1200: Gautam Vora,13 May 2010 
368,Reliance Ind has target of Rs 1120: Bhambwani,13 May 2010 
369,Reliance Industries can test 1140-1145: Gujral,12 May 2010 
370,What does the Ambani verdict mean for Indian energy?,11 May 2010 
371,SCs verdict may help further RIL-BP talks ,11 May 2010 
372,RIL to trade above Rs 1200 going forward: Choksey,11 May 2010 
373,Cipla has good support at Rs 315-320: Bagri,11 May 2010 
374,RIL can touch Rs 1200-1250 level: D Bhat,11 May 2010 
375,RIL can touch Rs 1200: Mitesh Thacker,10 May 2010 
376,Reliance Natural shares fall 9.5%, 10 May 2010
377,Reliance shuts VGO unit for about a month, 10 May 2010
378,Sell Reliance with a target of Rs 975: Sukhani, 10 May 2010
379,Reliance can go upto Rs 1250-1300: PN Vijay, 10 May 2010
380,"SC verdict a big win for RIL, says Purven & Gertz", 08 May 2010
381,Court verdict disappoints supporters of free gas pricing, 07 May 2010
382,"RIL-RNRL: How do legal, sector experts read the verdict?",07 May 2010 
383,Rating on RIL unaffected by favorable ruling: S&P,07 May 2010 
384,Rupee posts biggest weekly fall in 14 months,07 May 2010 
385,Accumulate RIL; target of Rs 1213: P Lilladher,07 May 2010 
386,Reliance Venture to close 3-4 deals in 6 months,07 May 2010 
387,Reliance producing 60-63 mmscmd gas from KG Basin,07 May 2010 
388,Reliance Industries may slip to Rs 960-970: Gujral,07 May 2010 
389,What does Ambani gas row ruling mean?,07 May 2010 
390,"Will have to work within the ambit of Govt policy, says RIL",07 May 2010 
391,RIL has target of Rs 1197: Niraj Mansingka,07 May 2010 
392,"RIL-RNRL legal soap ends, what to expect now? ",07 May 2010 
393,"Experts shun RNRL, brokers give target price for RIL", 07 May 2010
394,Renegotiated pact has to be inline with other treaties: RIL, 07 May 2010
395,SC rules in  RIL's favour: What experts say, 07 May 2010
396,Govt stand vindicated: Murli Deora on RIL-RNRL judgement, 07 May 2010
397,Supreme Court rules in favour of RIL by 2:1, 07 May 2010
398,RIL-RNRL: Possible scenarios and impact analysis, 07 May 2010
399,RIL-RNRL row: Experts debate on case ahead of judgement day,06 May 2010 
400,Buy Reliance Industries below Rs 1000: Tulsian,06 May 2010 
401,Buy RIL on dips: Baliga, 06 May 2010
402,Short Tata Steel closer to Rs 585: Sharma,05 May 2010 
403,RIL's KG D6 gas costlier than $6/mmbtu: Sources,05 May 2010 
404,Wealthy Ambani brothers brace for gas row ruling,04 May 2010 
405,Buy RIL on dips: Gujral,04 May 2010 
406,RNRL has target of Rs 76: Gujral,04 May 2010 
407,See 20-22% return in RIL: Dilip Bhat,03 May 2010 
408,Buy RIL on every dip: Kulkarni,30 Apr 2010 
409,Buy RIL with a target of Rs 1055: Sukhani, 30 Apr 2010
410,Reliance plans to sell gas in US market: report, 30 Apr 2010
411,Reliance has support at Rs 1000-1020: Bhamre,29 Apr 2010 
412,SP Tulsian bullish on power space,29 Apr 2010 
413,RIL may test Rs 1060-1070: Bhatnagar,29 Apr 2010 
414,Banking stocks look safe: Thukral, 29 Apr 2010
415,Get in Reliance Industries at Rs 980: Anu Jain,29 Apr 2010 
416,Bandyopadhyay bullish on RIL,28 Apr 2010 
417,RIL may slip further: Sukhani,28 Apr 2010 
418,Short sell Reliance below Rs 1150: Bhambwani,28 Apr 2010 
419,Reliance makes fourth oil discovery at Cambay Basin, 28 Apr 2010
420,Accumulate RIL; target of Rs 1261: Prabhudas Lilladher,27 Apr 2010 
421,Sell Reliance Industries: Sukhani,27 Apr 2010 
422,Wait for correction to go long in RIL: Sharma,26 Apr 2010 
423,RIL can test Rs 1500 in next 12-15 months: Gorakshakar,26 Apr 2010 
