,Headlines,Date
274,Clarity necessary for ADAG to set up UMPPs: RNRL Counsel,15 Jun 2009 
275,"Hold Reliance, target of Rs 2250: KRChoksey",15 Jun 2009 
276,"Accumulate Reliance, target of Rs 2375: Angel",15 Jun 2009 
277,Reliance bullish only above Rs 2365: Bhambwani,15 Jun 2009 
278,RNRL case win to benefit Rel Power too: Tulsian ,15 Jun 2009 
279,Ambani gas case: HC rules in RNRL's favour, 15 Jun 2009
280,"Above Rs 2365-2375, RIL can touch Rs2500: Bhambwani",12 Jun 2009 
281,"Reliance, Essar Oil keen on lifting Cairn's Mangala crude",12 Jun 2009 
282,Reliance has support at Rs 2080: Gujral, 08 Jun 2009
283,KG assets: ONGC yet to firm up partners,08 Jun 2009 
284,ONGC ready to push ahead with ultra deep drilling,04 Jun 2009 
285,RIL can test Rs 3000: Tulsian,01 Jun 2009 
286,Hold Reliance Industries: Bhambwani, 01 Jun 2009
287,"Maruti plots CNG roadmap with Reliance, GAIL ",14 May 2009 
288,RIL has resistance at Rs 2040-2050: Mohindar,12 May 2009 
289,6 cos interested in leasing Ratnagiris LNG terminal,11 May 2009 
290,RIL signs GSPA with power companies,29 Apr 2009 
291,"Hold Reliance Industries, target of Rs 1,891: Sharekhan",28 Apr 2009 
292,RIL has support at Rs 1700-1710: M Thacker, 28 Apr 2009
293,Hold Reliance Industries: KRChoksey,27 Apr 2009 
294,"Accumulate RIL, target of Rs 1,833: Angel Broking",25 Apr 2009 
295,"Accumulate Reliance, target of Rs 1,801: P Lilladher",25 Apr 2009 
296,RIL's turnover increased by 8.3% to Rs 150771 cr,24 Apr 2009 
297,"Hold Reliance Industries, target of Rs 1,816: Sharekhan",24 Apr 2009 
298,Hold Reliance Industries: Mohoni, 24 Apr 2009
299,RIL Q4 other income up 243% at Rs 993 cr,23 Apr 2009 
300,RIL nos beat street but gross refining margins down,23 Apr 2009 
301,See RIL stock touching Rs 2100 in next 6 months: SP Tulsian,23 Apr 2009 
302,RIL Q4 net profit down 1% at Rs 3874 cr,23 Apr 2009 
303,Reliance has strong support at Rs 1680: S Agarwal, 23 Apr 2009
304,See RIL's gross refining margin at $11.55: SP Tulsian, 23 Apr 2009
305,RIL Q4 net profit seen down 9% to Rs 3526 cr,22 Apr 2009 
306,Reliance has support at Rs 1680: Bose,22 Apr 2009 
307,Rashtriya Chem to restart production at urea unit ,22 Apr 2009 
308,RIL to re-open its fuel retail outlets in next few days, 21 Apr 2009
309,Reliance sheds export unit tag for Jamnagar refinery,17 Apr 2009 
310,"Hold Reliance, target of Rs 1,816: Sharekhan",16 Apr 2009 
311,UBS neutral on Reliance Industries,16 Apr 2009 
312,Merger of RPL with RIL approved by shareholders & creditors,13 Apr 2009 
313,"RIL's Q4 PAT seen at Rs 3,712 cr; Sharekhan",11 Apr 2009 
314,"RIL Mar qtr profit seen at Rs 3,883.2 cr: P Lilladher",11 Apr 2009 
315,RIL Q4 PAT seen at Rs 3785cr: IIFL,09 Apr 2009 
316,RIL Q4 PAT seen at Rs 3584.6cr: Religare,07 Apr 2009 
317,RIL's Mar qtr PAT seen at Rs 3786.70 cr: Angel Broking, 07 Apr 2009
318,Ratnagiri Gas may ink pact with RIL soon,06 Apr 2009 
319,RIL Mar qtr PAT seen at Rs 3777.1cr: Motilal Oswal, 03 Apr 2009
320,'Reliance's D6 gas output to reduce oil import bill by 10%',03 Apr 2009 
321,RIL Q4 net profit seen at Rs 4083 cr: KRChoksey,02 Apr 2009 
322,RIL starts gas production from Dhirubhai 1 & 3 of KG-D6,02 Apr 2009 
323,Stay away from Reliance: H Kumar, 02 Apr 2009
324,Govt to get $14 bn revenue from RIL's KG D6 block: Oil Secy, 02 Apr 2009
325,Reliance Industries may test Rs 1620-1650: Bose, 02 Apr 2009
326,"Accumulate RIL, target of Rs 1558: Prabhudas Lilladher",01 Apr 2009 
327,Reliance can add Rs 50-70: Bhambwani,31 Mar 2009 
328,Buy Reliance Industries on declines: Mathew, 31 Mar 2009
329,Reliance Industries signs GSPA with Fertilizer Companies,30 Mar 2009 
330,Impact of RIL gas sale deal on fertiliser cos: An analysis,30 Mar 2009 
331,Reliance Industries can head upto Rs 1740-1750: Gujral, 30 Mar 2009
332,"RIL, fertiliser cos sign 12 gas sale pacts", 27 Mar 2009
333,Reliance Industries has target of Rs 1700: H Jani,27 Mar 2009 
334,RIL likely to ink gas purchase pacts today,27 Mar 2009 
335,"Buy Reliance Industries, target of Rs 1625: Anand Rathi",26 Mar 2009 
336,Reliance Industries can add Rs 200-250: Gujral,25 Mar 2009 
337,"Govt nominates IOC, MRPL to lift Cairn crude ",25 Mar 2009 
338,RIL can touch Rs 1550-1600: Mohindar,23 Mar 2009 
339,"Buy Reliance Industries, target of Rs 1440: Angel Broking",23 Mar 2009 
340,RIL set to ink pact with fertiliser cos for KG block gas,23 Mar 2009 
341,RIL looks good: A Chakraborty, 20 Mar 2009
342,RIL to start retail fuel operations from today: Sources,16 Mar 2009 
343,RIL close to inking gas sale pacts with 12 fertiliser cos,12 Mar 2009 
344,Hold Reliance Industries: Bonanza, 12 Mar 2009
345,"RIL, oil marketing cos may tie up to revive petrol pumps",09 Mar 2009 
346,Reliance has support at Rs 1050: Sukhani, 06 Mar 2009
347,Do not buy Reliance Industries: Sukhani,05 Mar 2009 
348,Reliance may test Rs 1000 level: Bose,05 Mar 2009 
349,Hold Reliance Industries: VK Sharma, 04 Mar 2009
350,"Reliance, GAIL join race for city gas projects ",04 Mar 2009 
351,"Buy Reliance Industries, target of Rs 1440: Angel", 03 Mar 2009
352,RIL-RPL merger is tax-neutral: E&Y India,02 Mar 2009 
353,See RIL in 50 most profitable cos list in 2 yrs: Agarwal,02 Mar 2009 
354,"RIL, RPL merger comprehensive analysis",02 Mar 2009 
355,"RIL, RPL merger: A comprehensive CNBC-TV18 analysis",02 Mar 2009 
356,Merger proposal with RPL has no rating impact on RIL: S&P,02 Mar 2009 
357,RIL has support at Rs 1210-1220: Bhambwani,02 Mar 2009 
358,"Maintain buy on RIL, target price Rs 1550: CLSA",02 Mar 2009 
359,"RIL-RPL merger: New entity to emerge stronger, say experts", 02 Mar 2009
360,Buy Reliance Industries: Tulsian, 02 Mar 2009
361,Highlights of RIL-RPL merger, 02 Mar 2009
362,"RIL-RPL merger ratio should have been 1:20, says SP Tulsian", 02 Mar 2009
363,RPL merger to unlock synergies in crude sourcing: RIL, 02 Mar 2009
364,RIL has support at Rs 1200: Gujral,02 Mar 2009 
365,RIL-RPL merged: Swap ratio fixed at 1:16,02 Mar 2009 
366,See higher revenue post RIL-RPL merger: Shailesh Haribhakti,28 Feb 2009 
367,RIL to purchase 22.5 cr shares of RPL from Chevron, 28 Feb 2009
368,"Exit Reliance Petroleum, invest in RIL: SP Tulsian",27 Feb 2009 
369,Cost control reason for RIL-RPL merger: HP Ranina,27 Feb 2009 
370,RIL merger negative for RPL shareholders: SP Tulsian,27 Feb 2009 
371,RIL to consider merger with RPL on March 2,27 Feb 2009 
372,Supply of Reliance's D6 gas expected by April: Deora ,19 Feb 2009 
373,RIL wins Annual FICCI Awards 2007-08,12 Feb 2009
374,Reliance has resistance at Rs 1380-1500: Manghnani,09 Feb 2009 
375,"Reliance, ONGC agree to share drilling rigs ",06 Feb 2009 
376,"Buy Reliance Industries, target of Rs 1447: Motilal Oswal",04 Feb 2009 
377,HPCL's common carrier pipeline goes on stream ,04 Feb 2009 
378,Hold Reliance Industries: Mohoni, 03 Feb 2009
379,Buy Reliance Industries: Chakrabarty, 03 Feb 2009
380,RIL could see earnings upside post HC ruling: KR Choksey,02 Feb 2009 
381,Reliance to be a better performer: Vijay, 02 Feb 2009
382,"Above Rs 1340, RIL can touch Rs 1450: Thacker",30 Jan 2009 
383,Bombay HC lifts interim stay on KG D6 gas sale,30 Jan 2009 
384,RIL has potential upside of Rs 40-50: Bhambwani,28 Jan 2009 
385,Hold Reliance Industries: Indiabulls Securities, 28 Jan 2009
386,ACC wins India Corporate Citizen of the Year 2008 Award,23 Jan 2009
387,"Buy RIL, target of Rs 1600: VCK Share", 23 Jan 2009
388,RIL has resistance at Rs 1230-1250: R Jain, 23 Jan 2009
389,"Hold RIL, says Joshi", 23 Jan 2009
390,RIL Q3 forex loss of Rs 254 crore, 23 Jan 2009
391,Reliance has support at Rs 1080-1100: Gujral,23 Jan 2009 
392,RIL Q3 NP at Rs 35 bn; Expert sees full-year EPS at Rs 96,22 Jan 2009 
393,Reliance's Turnover increased by 21.0% to Rs 121698cr,22 Jan 2009
394,RIL Q3 net profit down 9.8% at Rs 3501 cr,22 Jan 2009 
395,Enter in Reliance Ind on dips: Madan, 22 Jan 2009
